	acharya	Noun	tr	Disciplinarian, Scholar, Academic, Expert, Specialist.	hin	आचार्य	m
eng	Afade	Proper noun	tr	the language	deu	Afade	n
eng	Afade	Proper noun	tr	the language	fra	afade
eng	African hunting dog	Noun	tr	''Lycaon pictus''	teo	apeete
eng	African hunting dog	Noun	tr	''Lycaon pictus''	vie	chó hoang châu Phi
eng	African hunting dog	Noun	tr	''Lycaon pictus''	vie	㹥荒洲非	sc=Hani
eng	African hunting dog	Noun	tr	''Lycaon pictus''	wol	saafaandu	alt=saafaandu gi
eng	African hunting dog	Noun	tr	''Lycaon pictus''	xho	ixhwili
eng	African hunting dog	Noun	tr	''Lycaon pictus''	zul	inkentshane
eng	Africanism	Noun	tr	Eurocentric representation of Africans	cat	africanisme	m
eng	Africanism	Noun	tr	Eurocentric representation of Africans	fra	africanisme	m
eng	Africanism	Noun	tr	Eurocentric representation of Africans	pol	afrykanizm	m
eng	Africanism	Noun	tr	Eurocentric representation of Africans	por	africanismo	m
eng	Africanism	Noun	tr	Eurocentric representation of Africans	spa	africanismo	m
eng	Africanis	Noun	tr	breed of dog	fin	africanis
eng	Africanist	Noun	tr	a specialist in African studies	ces	afrikanista	m
eng	Africanist	Noun	tr	a specialist in African studies	ces	afrikanistka	f
eng	Africanist	Noun	tr	a specialist in African studies	deu	Afrikanistin	f
eng	Africanist	Noun	tr	a specialist in African studies	deu	Afrikanist	m
eng	Africanist	Noun	tr	a specialist in African studies	hbs	afrikanistica	f
eng	Africanist	Noun	tr	a specialist in African studies	hbs	afrikanistkinja	f
eng	Africanist	Noun	tr	a specialist in African studies	hbs	afrikanist	m
eng	Africanist	Noun	tr	a specialist in African studies	hun	Afrika-kutató
eng	Africanist	Noun	tr	a specialist in African studies	hun	afrikanista
eng	Africanist	Noun	tr	a specialist in African studies	nor	afrikanist	m
eng	Africanist	Noun	tr	a specialist in African studies	por	africanista	m	f
eng	Africanist	Noun	tr	a specialist in African studies	rus	африкани́ст	m
eng	Africanist	Noun	tr	a specialist in African studies	rus	африкани́стка	f
eng	Africanity	Noun	tr	quality or characteristic of being African	deu	Afrikanischsein	n
eng	Africanity	Noun	tr	quality or characteristic of being African	deu	Afrikanität	f
eng	Africanity	Noun	tr	quality or characteristic of being African	fra	africanité	f
eng	Africanization	Noun	tr	the act or process of Africanizing	deu	Afrikanisierung	f
eng	Africanization	Noun	tr	the act or process of Africanizing	fra	africanisation	f
eng	Africanization	Noun	tr	the act or process of Africanizing	ita	africanizzazione	f
eng	Africanization	Noun	tr	the act or process of Africanizing	pol	afrykanizacja	f
eng	Africanization	Noun	tr	the act or process of Africanizing	por	africanização	f
eng	Africanization	Noun	tr	the act or process of Africanizing	rus	африканиза́ция	f
eng	Africanization	Noun	tr	the act or process of Africanizing	spa	africanización	f
eng	Africanize	Verb	tr	to make African	epo	afrikigi
eng	Africanize	Verb	tr	to make African	fra	africaniser
eng	Africanize	Verb	tr	to make African	glg	africanizar
eng	Africanize	Verb	tr	to make African	pol	afrykanizować
eng	Africanize	Verb	tr	to make African	por	africanizar
eng	Africanize	Verb	tr	to make African	spa	africanizar
eng	Africanize	Verb	tr	to make African	swe	afrikanisera
eng	Africanize	Verb	tr	to make African	vie	châu Phi hóa
eng	Africanize	Verb	tr	to make African	vie	Phi châu hóa
eng	Africanize	Verb	tr	to make African	vie	Phi hóa
eng	African jacana	Noun	tr	''Actophilornis africanus''	fin	afrikanjassana
eng	African jacana	Noun	tr	''Actophilornis africanus''	nld	lelieloper	m
eng	African jacana	Noun	tr	''Actophilornis africanus''	swe	afrikansk jaçana	c
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	bam	jala
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	fin	bassaminkaijamahonki
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	fra	caïlcédrat
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	ful	ɗaaleehi
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	ful	kahi
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	hau	maɗaci
eng	African mahogany	Noun	tr	tree of the genus ''Khaya''	por	mogno africano	m
eng	Africanness	Noun	tr	the state or quality of being African	fin	afrikkalaisuus
eng	Africanness	Noun	tr	the state or quality of being African	pol	afrykańskość	f
eng	Africanness	Noun	tr	the state or quality of being African	por	africanidade	f
eng	African	Noun	tr	a native of Africa	afr	Afrikaan
eng	African	Noun	tr	a native of Africa	ara	إِفْرِيقِيّ	m
eng	African	Noun	tr	a native of Africa	ara	إِفْرِيقِيَّة	f
eng	African	Noun	tr	a native of Africa	aze	afrikalı
eng	African	Noun	tr	a native of Africa	bel	афрыка́нец	m
eng	African	Noun	tr	a native of Africa	bel	афрыка́нка	f
eng	African	Noun	tr	a native of Africa	bre	Afrikanek
eng	African	Noun	tr	a native of Africa	bre	Afrikanez	f
eng	African	Noun	tr	a native of Africa	bre	Afrikan	m
eng	African	Noun	tr	a native of Africa	bul	африка́нец	m
eng	African	Noun	tr	a native of Africa	bul	африка́нка	f
eng	African	Noun	tr	a native of Africa	cat	africà	m
eng	African	Noun	tr	a native of Africa	cat	africana	f
eng	African	Noun	tr	a native of Africa	ces	Afričanka	f
eng	African	Noun	tr	a native of Africa	ces	Afričan	m
eng	African	Noun	tr	a native of Africa	cmn	非洲人	tr=fēizhōurén
eng	African	Noun	tr	a native of Africa	cym	Affricanwr	m
eng	African	Noun	tr	a native of Africa	dan	afrikaner
eng	African	Noun	tr	a native of Africa	deu	Afrikanerin	f
eng	African	Noun	tr	a native of Africa	deu	Afrikaner	m
eng	African	Noun	tr	a native of Africa	ell	Αφρικανή	f
eng	African	Noun	tr	a native of Africa	ell	Αφρικανός	m
eng	African	Noun	tr	a native of Africa	fao	afrikani	m
eng	African	Noun	tr	a native of Africa	fas	آفریقایی	tr=âfriqâyi
eng	African	Noun	tr	a native of Africa	fin	afrikkalainen
eng	African	Noun	tr	a native of Africa	fra	Africaine	f
eng	African	Noun	tr	a native of Africa	fra	Africain	m
eng	African	Noun	tr	a native of Africa	frr	aafrikooner	m
eng	African	Noun	tr	a native of Africa	gle	Afracach	m
eng	African	Noun	tr	a native of Africa	glg	africana	f
eng	African	Noun	tr	a native of Africa	glg	africano	m
eng	African	Noun	tr	a native of Africa	grc	Ἄφρος	m
eng	African	Noun	tr	a native of Africa	haw	ʻApelika
eng	African	Noun	tr	a native of Africa	hbs	Afrikánac	m
eng	African	Noun	tr	a native of Africa	hbs	Afrìkānka	f
eng	African	Noun	tr	a native of Africa	hbs	Африка́нац	m
eng	African	Noun	tr	a native of Africa	hbs	Афрѝка̄нка	f
eng	African	Noun	tr	a native of Africa	heb	אַפְרִיקַאי	m	tr=afrikái
eng	African	Noun	tr	a native of Africa	heb	אפריקאית	f	tr=afrikáit
eng	African	Noun	tr	a native of Africa	hin	अफ़्रीकी	m
eng	African	Noun	tr	a native of Africa	hin	हब्शी	m
eng	African	Noun	tr	a native of Africa	hsb	Afričanka	f
eng	African	Noun	tr	a native of Africa	hsb	Afričan	m
eng	African	Noun	tr	a native of Africa	hun	afrikai
eng	African	Noun	tr	a native of Africa	hye	աֆրիկացի
eng	African	Noun	tr	a native of Africa	ido	Afrikanino
eng	African	Noun	tr	a native of Africa	ido	Afrikano
eng	African	Noun	tr	a native of Africa	ido	Afrikanulo
eng	African	Noun	tr	a native of Africa	ita	africana	f
eng	African	Noun	tr	a native of Africa	ita	africano	m
eng	African	Noun	tr	a native of Africa	jpn	アフリカ人	tr=afurikajin
eng	African	Noun	tr	a native of Africa	kaz	африкалық
eng	African	Noun	tr	a native of Africa	kir	африкалык
eng	African	Noun	tr	a native of Africa	kir	африканец
eng	African	Noun	tr	a native of Africa	kor	아프리카인
eng	African	Noun	tr	a native of Africa	kor	아프리카 사람
eng	African	Noun	tr	a native of Africa	lat	Āfer	m
eng	African	Noun	tr	a native of Africa	lav	afrikāniete	f
eng	African	Noun	tr	a native of Africa	lav	afrikānis	m
eng	African	Noun	tr	a native of Africa	lit	afrikietė	f
eng	African	Noun	tr	a native of Africa	lit	afrikietis	m
eng	African	Noun	tr	a native of Africa	mkd	Африканец	m
eng	African	Noun	tr	a native of Africa	mkd	Африканка	f
eng	African	Noun	tr	a native of Africa	nld	Afrikaan	m
eng	African	Noun	tr	a native of Africa	nld	Afrikaanse	f
eng	African	Noun	tr	a native of Africa	nno	afrikanar	m
eng	African	Noun	tr	a native of Africa	nor	afrikaner	m
eng	African	Noun	tr	a native of Africa	oci	african	m
eng	African	Noun	tr	a native of Africa	oji	makadewiiyaas
eng	African	Noun	tr	a native of Africa	ori	ଆଫ୍ରିକୀୟ	sc=Orya
eng	African	Noun	tr	a native of Africa	pol	Afrykanin	m
eng	African	Noun	tr	a native of Africa	pol	Afrykanka	f
eng	African	Noun	tr	a native of Africa	por	africana	f
eng	African	Noun	tr	a native of Africa	por	africano	m
eng	African	Noun	tr	a native of Africa	pus	افريقايي	m	f	tr=afriqāyí
eng	African	Noun	tr	a native of Africa	ron	africană	f
eng	African	Noun	tr	a native of Africa	ron	african	m
eng	African	Noun	tr	a native of Africa	rus	африка́нец	m
eng	African	Noun	tr	a native of Africa	rus	африка́нка	f
eng	African	Noun	tr	a native of Africa	slk	Afričanka	f
eng	African	Noun	tr	a native of Africa	slk	Afričan	m
eng	African	Noun	tr	a native of Africa	slv	afričanka	f
eng	African	Noun	tr	a native of Africa	slv	afričan	m
eng	African	Noun	tr	a native of Africa	sot	Moafrika
eng	African	Noun	tr	a native of Africa	spa	africana	f
eng	African	Noun	tr	a native of Africa	spa	africano	m
eng	African	Noun	tr	a native of Africa	sqi	afrikane	f
eng	African	Noun	tr	a native of Africa	sqi	afrikan	m
eng	African	Noun	tr	a native of Africa	swa	Mwafrika
eng	African	Noun	tr	a native of Africa	swe	afrikan	c
eng	African	Noun	tr	a native of Africa	tel	ఆఫ్రికను
eng	African	Noun	tr	a native of Africa	tuk	afrikaly
eng	African	Noun	tr	a native of Africa	tur	Afrikalı
eng	African	Noun	tr	a native of Africa	uig	ئافرىقىلىق
eng	African	Noun	tr	a native of Africa	ukr	африка́нець	m
eng	African	Noun	tr	a native of Africa	ukr	африка́нка	f
eng	African	Noun	tr	a native of Africa	uzb	afrikalik
eng	African	Noun	tr	a native of Africa	vie	người châu Phi
eng	African	Noun	tr	a native of Africa	vie	người Phi châu
eng	African	Noun	tr	a native of Africa	vol	Fikopel
eng	African	Noun	tr	a native of Africa	vol	Frikopan
eng	African	Noun	tr	a native of Africa	vol	hi-Frikopan
eng	African	Noun	tr	a native of Africa	vol	ji-Frikopan
eng	African	Noun	tr	a native of Africa	yid	אַפֿריקאַנער	m
eng	African	Noun	tr	a native of Africa	yid	אַפֿריקאַנערין	f
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	ada	otie
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	aka	etsiw
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	aka	otie
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	any	atenli
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	any	etan ma
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	dua	bokonda
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	fra	ilomba	m
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	gaa	oti
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	jpn	イロンバ	tr=ironba
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	nzi	dɛnkɔ
eng	African nutmeg	Noun	tr	''Pycnanthus angolensis''	nzi	tekɛ
eng	African penguin	Noun	tr	''Spheniscus demersus''	deu	Brillenpinguin	m
eng	African penguin	Noun	tr	''Spheniscus demersus''	fra	manchot du Cap	m
eng	African penguin	Noun	tr	''Spheniscus demersus''	nav	Naakaii Łizhiní Bikéyahdę́ę́ʼ tsídii naʼałkʼaiʼí
eng	African penguin	Noun	tr	''Spheniscus demersus''	nld	brilpinguïn	m
eng	African penguin	Noun	tr	''Spheniscus demersus''	nld	zwartvoetpinguïn	m
eng	African penguin	Noun	tr	''Spheniscus demersus''	por	pinguim africano	m
eng	African penguin	Noun	tr	''Spheniscus demersus''	ron	pinguinul african	m
eng	African penguin	Noun	tr	''Spheniscus demersus''	rus	африка́нский пингви́н
eng	African penguin	Noun	tr	''Spheniscus demersus''	rus	очко́вый пингви́н	m
eng	African savannah elephant	Noun	tr	''Loxodonta africana''	por	elefante da savana	m
eng	African Union	Proper noun	tr	multinational organisation	afr	Afrika Unie
eng	African Union	Proper noun	tr	multinational organisation	ara	اَلاِتِّحَاد اَلْأَفْرِيقِيّ	m
eng	African Union	Proper noun	tr	multinational organisation	ara	اَلاِتِّحَاد اَلْإِفْرِيقِيّ	m
eng	African Union	Proper noun	tr	multinational organisation	cmn	非洲联盟	tr=Fēizhōu liánméng	sc=Hani
eng	African Union	Proper noun	tr	multinational organisation	cmn	非洲聯盟	sc=Hani
eng	African Union	Proper noun	tr	multinational organisation	deu	Afrikanische Union	f
eng	African Union	Proper noun	tr	multinational organisation	fao	Afrikanska Samveldið	n
eng	African Union	Proper noun	tr	multinational organisation	fas	اتحادیه آفریقا	tr=ettehâdiye âfriqâ
eng	African Union	Proper noun	tr	multinational organisation	fin	Afrikan unioni
eng	African Union	Proper noun	tr	multinational organisation	fra	Union africaine	f
eng	African Union	Proper noun	tr	multinational organisation	heb	האיחוד האפריקאי	sc=Hebr
eng	African Union	Proper noun	tr	multinational organisation	isl	Afríkusambandið	n
eng	African Union	Proper noun	tr	multinational organisation	ita	Unione Africana	f
eng	African Union	Proper noun	tr	multinational organisation	jpn	アフリカ連合	tr=Afurika-rengō
eng	African Union	Proper noun	tr	multinational organisation	kor	^아프리카 연합
eng	African Union	Proper noun	tr	multinational organisation	nld	Afrikaanse Unie	f
eng	African Union	Proper noun	tr	multinational organisation	nno	Den afrikanske unionen	m
eng	African Union	Proper noun	tr	multinational organisation	nob	Den afrikanske union	m
eng	African Union	Proper noun	tr	multinational organisation	por	União Africana	f
eng	African Union	Proper noun	tr	multinational organisation	rus	Африка́нский сою́з	m
eng	African Union	Proper noun	tr	multinational organisation	spa	Unión Africana	f
eng	African Union	Proper noun	tr	multinational organisation	swa	Umoja wa Afrika
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	cmn	非洲紫罗兰	tr=fēizhōu zǐluólán	sc=Hani
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	fin	paavalinkukka
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	fin	saintpaulia
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	fra	saintpaulia
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	gle	sailchuach Afracach	f
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	ita	violetta africana	f
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	jpn	セントポーリア	tr=sentopōria	sc=Jpan
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	por	violeta africana	f
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	ron	violetă africană	f
eng	African violet	Noun	tr	perennial plant of the genus Saintpaulia	spa	violeta africana	f
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	dan	afrikansk vildkat	c
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	deu	Afrikanische Wildkatze	f
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	deu	Falbkatze	f
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	fin	aavikkokissa
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	fin	afrikanvillikissa
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	jpn	利比亜山猫	tr=Ribia yamaneko	sc=Jpan
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	msa	kucing liar Afrika
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	msa	kucing padang pasir
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	por	gato selvagem africano	m
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	swe	afrikansk vildkatt	c
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	swe	falbkatt
eng	African wildcat	Noun	tr	''Felis silvestris lybica''	wol	siiru
eng	Africa	Proper noun	tr	continent	ace	Afrika
eng	Africa	Proper noun	tr	continent	ady	Африкэ
eng	Africa	Proper noun	tr	continent	afr	Afrika
eng	Africa	Proper noun	tr	continent	aii	ܐܦܪܝܩܐ	sc=Syrc
eng	Africa	Proper noun	tr	continent	aka	Afrika
eng	Africa	Proper noun	tr	continent	amh	አፍሪቃ	sc=Ethi
eng	Africa	Proper noun	tr	continent	ang	Affrica	f
eng	Africa	Proper noun	tr	continent	ara	أَفْرِيقِيَا	f
eng	Africa	Proper noun	tr	continent	ara	إِفْرِيقِيَا	f
eng	Africa	Proper noun	tr	continent	ast	África
eng	Africa	Proper noun	tr	continent	aze	Afrika
eng	Africa	Proper noun	tr	continent	bak	Африка	sc=Cyrl
eng	Africa	Proper noun	tr	continent	bam	Afrika
eng	Africa	Proper noun	tr	continent	bar	Afrika
eng	Africa	Proper noun	tr	continent	bel	А́фрыка	f
eng	Africa	Proper noun	tr	continent	ben	আফ্রিকা
eng	Africa	Proper noun	tr	continent	bod	ཨ་ཧྥེ་རི་ཁ	sc=Tibt
eng	Africa	Proper noun	tr	continent	bre	Afrika	f
eng	Africa	Proper noun	tr	continent	brh	Afríká
eng	Africa	Proper noun	tr	continent	bul	А́фрика	f
eng	Africa	Proper noun	tr	continent	cat	Àfrica	f
eng	Africa	Proper noun	tr	continent	ces	Afrika	f
eng	Africa	Proper noun	tr	continent	che	Африк
eng	Africa	Proper noun	tr	continent	che	Африка
eng	Africa	Proper noun	tr	continent	chr	ᎬᎿᎨᏍᏛ
eng	Africa	Proper noun	tr	continent	chu	Афрїка	f
eng	Africa	Proper noun	tr	continent	cmn	阿非利加	tr=Āfēilìjiā
eng	Africa	Proper noun	tr	continent	cmn	非洲	tr=Fēizhōu
eng	Africa	Proper noun	tr	continent	cor	Afrika
eng	Africa	Proper noun	tr	continent	cos	Africa	f
eng	Africa	Proper noun	tr	continent	crh	Afrika
eng	Africa	Proper noun	tr	continent	csb	Afrika	f
eng	Africa	Proper noun	tr	continent	cym	Affrica	f
eng	Africa	Proper noun	tr	continent	cym	Yr Affrig	f
eng	Africa	Proper noun	tr	continent	dan	Afrika
eng	Africa	Proper noun	tr	continent	deu	Afrika	n
eng	Africa	Proper noun	tr	continent	din	Apirïka
eng	Africa	Proper noun	tr	continent	div	އެފްރިކާ
eng	Africa	Proper noun	tr	continent	dsb	Afrika	f
eng	Africa	Proper noun	tr	continent	dzo	ཨཕ་རི་ཀ
eng	Africa	Proper noun	tr	continent	ell	Αφρική	f
eng	Africa	Proper noun	tr	continent	epo	Afriko
eng	Africa	Proper noun	tr	continent	est	Aafrika
eng	Africa	Proper noun	tr	continent	eus	Afrika
eng	Africa	Proper noun	tr	continent	fao	Afrika	f	n
eng	Africa	Proper noun	tr	continent	fas	آفریقا	tr=âfriqâ
eng	Africa	Proper noun	tr	continent	fin	Afrikka
eng	Africa	Proper noun	tr	continent	fra	l’Afrique	f
eng	Africa	Proper noun	tr	continent	fro	Affrike	f
eng	Africa	Proper noun	tr	continent	fro	Affrique	f
eng	Africa	Proper noun	tr	continent	fur	Afriche	f
eng	Africa	Proper noun	tr	continent	gla	Afraga	m
eng	Africa	Proper noun	tr	continent	gle	an Afraic	f
eng	Africa	Proper noun	tr	continent	glg	África	f
eng	Africa	Proper noun	tr	continent	glv	Affrick	f	alt=Yn Affrick
eng	Africa	Proper noun	tr	continent	grc	Ἀφρική	f
eng	Africa	Proper noun	tr	continent	grc	Λιβύη
eng	Africa	Proper noun	tr	continent	guj	આફ્રિકા
eng	Africa	Proper noun	tr	continent	hau	Afirka
eng	Africa	Proper noun	tr	continent	haw	ʻApelika
eng	Africa	Proper noun	tr	continent	hbs	Afrika	f
eng	Africa	Proper noun	tr	continent	hbs	Африка	f	sc=Cyrl
eng	Africa	Proper noun	tr	continent	heb	אַפְרִיקָה	n	tr=áfrika	sc=Hebr
eng	Africa	Proper noun	tr	continent	hin	अफ़्रीका	sc=Deva
eng	Africa	Proper noun	tr	continent	hin	कालद्वीप	sc=Deva
eng	Africa	Proper noun	tr	continent	hsb	Afrika	f
eng	Africa	Proper noun	tr	continent	hun	Afrika
eng	Africa	Proper noun	tr	continent	hye	Աֆրիկա
eng	Africa	Proper noun	tr	continent	ibo	Eluàlà
eng	Africa	Proper noun	tr	continent	ido	Afrika
eng	Africa	Proper noun	tr	continent	isl	Afríka	f
eng	Africa	Proper noun	tr	continent	ita	Africa	f
eng	Africa	Proper noun	tr	continent	jav	Afrika
eng	Africa	Proper noun	tr	continent	jpn	アフリカ	tr=Afurika
eng	Africa	Proper noun	tr	continent	jpn	阿弗利加	tr=Afurika	sc=Jpan
eng	Africa	Proper noun	tr	continent	kaa	Afrika
eng	Africa	Proper noun	tr	continent	kal	Afrika
eng	Africa	Proper noun	tr	continent	kan	ಆಫ್ರಿಕಾ
eng	Africa	Proper noun	tr	continent	kas	اَفریٖقہ
eng	Africa	Proper noun	tr	continent	kat	აფრიკა
eng	Africa	Proper noun	tr	continent	kaz	Африка	sc=Cyrl
eng	Africa	Proper noun	tr	continent	khm	អាហ្វ្រិក
eng	Africa	Proper noun	tr	continent	kin	Afurika
eng	Africa	Proper noun	tr	continent	kir	Африка	sc=Cyrl
eng	Africa	Proper noun	tr	continent	kmr	Efrîka
eng	Africa	Proper noun	tr	continent	kon	Afelika
eng	Africa	Proper noun	tr	continent	kon	Afrika
eng	Africa	Proper noun	tr	continent	kon	Katiopa
eng	Africa	Proper noun	tr	continent	kor	^아프리카
eng	Africa	Proper noun	tr	continent	lad	Afrika
eng	Africa	Proper noun	tr	continent	lao	ອາຟຣິກກາ
eng	Africa	Proper noun	tr	continent	lat	Africa	f
eng	Africa	Proper noun	tr	continent	lat	Libya	f
eng	Africa	Proper noun	tr	continent	lav	Āfrika	f
eng	Africa	Proper noun	tr	continent	lin	Afríka
eng	Africa	Proper noun	tr	continent	lit	Afrika	f
eng	Africa	Proper noun	tr	continent	mal	ആഫ്രിക്ക
eng	Africa	Proper noun	tr	continent	mar	आफ्रिका
eng	Africa	Proper noun	tr	continent	mga	Afraicc	f
eng	Africa	Proper noun	tr	continent	mkd	Африка	f
eng	Africa	Proper noun	tr	continent	mlg	Afrika
eng	Africa	Proper noun	tr	continent	mlt	Afrika
eng	Africa	Proper noun	tr	continent	mon	Африк
eng	Africa	Proper noun	tr	continent	mos	Afriki
eng	Africa	Proper noun	tr	continent	mri	Āwherika
eng	Africa	Proper noun	tr	continent	msa	Afrika
eng	Africa	Proper noun	tr	continent	mya	အာဖရိက
eng	Africa	Proper noun	tr	continent	nan	非洲	tr=Hui-chiu
eng	Africa	Proper noun	tr	continent	nav	Naakaii Łizhiní Bikéyah
eng	Africa	Proper noun	tr	continent	nbl	Afrika
eng	Africa	Proper noun	tr	continent	nep	अफ्रिका
eng	Africa	Proper noun	tr	continent	nld	Afrika
eng	Africa	Proper noun	tr	continent	nno	Afrika
eng	Africa	Proper noun	tr	continent	nob	Afrika
eng	Africa	Proper noun	tr	continent	nso	Afrika
eng	Africa	Proper noun	tr	continent	nya	Afirika
eng	Africa	Proper noun	tr	continent	oci	Africa	f
eng	Africa	Proper noun	tr	continent	ori	ଆଫ୍ରିକା
eng	Africa	Proper noun	tr	continent	oss	Африкӕ	sc=Cyrl
eng	Africa	Proper noun	tr	continent	pag	Afrika
eng	Africa	Proper noun	tr	continent	pan	ਅਫ਼ਰੀਕਾ
eng	Africa	Proper noun	tr	continent	pap	Afrika
eng	Africa	Proper noun	tr	continent	pdt	Afrika	f
eng	Africa	Proper noun	tr	continent	pih	Afreka
eng	Africa	Proper noun	tr	continent	pol	Afryka	f
eng	Africa	Proper noun	tr	continent	por	África	f
eng	Africa	Proper noun	tr	continent	pus	افريقا	tr=afrīqā
eng	Africa	Proper noun	tr	continent	ron	Africa	f
eng	Africa	Proper noun	tr	continent	rue	А́фрика	f
eng	Africa	Proper noun	tr	continent	rus	А́фрика	f
eng	Africa	Proper noun	tr	continent	san	अफ्रीका
eng	Africa	Proper noun	tr	continent	sga	Afraicc	f
eng	Africa	Proper noun	tr	continent	sin	අප්‍රිකාව
eng	Africa	Proper noun	tr	continent	slk	Afrika	f
eng	Africa	Proper noun	tr	continent	slv	Áfrika	f
eng	Africa	Proper noun	tr	continent	sme	Afrihkká
eng	Africa	Proper noun	tr	continent	snd	آفريڪا
eng	Africa	Proper noun	tr	continent	som	Afrika
eng	Africa	Proper noun	tr	continent	sot	Afrika
eng	Africa	Proper noun	tr	continent	spa	África	f
eng	Africa	Proper noun	tr	continent	sqi	Afrika	f
eng	Africa	Proper noun	tr	continent	srd	Afrika
eng	Africa	Proper noun	tr	continent	srn	Afrika
eng	Africa	Proper noun	tr	continent	ssw	Afrika
eng	Africa	Proper noun	tr	continent	sun	Afrika
eng	Africa	Proper noun	tr	continent	swa	Afrika
eng	Africa	Proper noun	tr	continent	swe	Afrika	n
eng	Africa	Proper noun	tr	continent	szl	Afrika
eng	Africa	Proper noun	tr	continent	tam	ஆப்பிரிக்கா
eng	Africa	Proper noun	tr	continent	tat	Африка	sc=Cyrl
eng	Africa	Proper noun	tr	continent	tel	ఆఫ్రికా
eng	Africa	Proper noun	tr	continent	tgk	Африқо	sc=Cyrl
eng	Africa	Proper noun	tr	continent	tgl	Aprika
eng	Africa	Proper noun	tr	continent	tha	แอฟริกา
eng	Africa	Proper noun	tr	continent	tir	ኣፍሪቃ
eng	Africa	Proper noun	tr	continent	tsn	Aforika
eng	Africa	Proper noun	tr	continent	tso	Afrika
eng	Africa	Proper noun	tr	continent	tuk	Afrika
eng	Africa	Proper noun	tr	continent	tur	Afrika
eng	Africa	Proper noun	tr	continent	tzm	ⵜⴰⴼⴻⵔⴽⴰ
eng	Africa	Proper noun	tr	continent	tzm	ⵜⴰⴼⵔⵉⵇⵜ
eng	Africa	Proper noun	tr	continent	uig	ئافرىقا	sc=ug-Arab
eng	Africa	Proper noun	tr	continent	ukr	А́фрика	f
eng	Africa	Proper noun	tr	continent	urd	افریقہ	tr=afrīkā	sc=ur-Arab
eng	Africa	Proper noun	tr	continent	uzb	Afrika
eng	Africa	Proper noun	tr	continent	ven	Afurika
eng	Africa	Proper noun	tr	continent	vep	Afrik
eng	Africa	Proper noun	tr	continent	vie	Châu Phi
eng	Africa	Proper noun	tr	continent	vie	Phi
eng	Africa	Proper noun	tr	continent	vie	Phi Châu
eng	Africa	Proper noun	tr	continent	vie	洲非
eng	Africa	Proper noun	tr	continent	vie	非洲
eng	Africa	Proper noun	tr	continent	vol	Fikop
eng	Africa	Proper noun	tr	continent	vol	Frikop
eng	Africa	Proper noun	tr	continent	vro	Afriga
eng	Africa	Proper noun	tr	continent	war	Aprika
eng	Africa	Proper noun	tr	continent	wln	Afrike	f
eng	Africa	Proper noun	tr	continent	wol	Afrig
eng	Africa	Proper noun	tr	continent	xal	Априк
eng	Africa	Proper noun	tr	continent	xho	Afrika
eng	Africa	Proper noun	tr	continent	yid	אַפֿריקע
eng	Africa	Proper noun	tr	continent	yor	Afirika
eng	Africa	Proper noun	tr	continent	yue	非洲	tr=fei1 zau1
eng	Africa	Proper noun	tr	continent	zha	Feihcouh
eng	Africa	Proper noun	tr	continent	zul	IAfrika
eng	Africa	Proper noun	tr	continent	zza	Afrika
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	ces	afrikánský
eng	Afrikaans	Adjective	tr	of or pertaining to the Afrikaans language	cmn	南非荷兰语	alt=南非荷兰语的	tr=Nánfēi Hélán yǔ de	sc=Hani
